,t,ml,mr,sl,sr,p,i,d
8361,308723,44.89,35.11,343.00,288.00,1.75,0.00,0.00
8362,308729,42.58,37.42,323.00,294.00,1.75,0.00,0.00
8363,308737,42.04,37.96,324.00,301.00,1.75,0.00,0.00
8364,308744,42.58,37.42,323.00,294.00,1.75,0.00,0.00
8365,308751,42.67,37.33,338.00,308.00,1.75,0.00,0.00
8366,308758,45.60,34.40,379.00,316.00,1.75,0.00,0.00
8367,308765,43.38,36.62,362.00,324.00,1.75,0.00,0.00
8368,308771,43.20,36.80,353.00,317.00,1.75,0.00,0.00
8369,308779,41.69,38.31,353.00,334.00,1.75,0.00,0.00
8370,308786,42.22,37.78,348.00,323.00,1.75,0.00,0.00
8371,308793,40.27,39.73,349.00,346.00,1.75,0.00,0.00
8372,308800,40.53,39.47,341.00,335.00,1.75,0.00,0.00
8373,308806,39.02,40.98,341.00,352.00,1.75,0.00,0.00
8374,308813,39.56,40.44,344.00,349.00,1.75,0.00,0.00
8375,308820,40.71,39.29,364.00,356.00,1.75,0.00,0.00
8376,308828,41.07,38.93,367.00,355.00,1.75,0.00,0.00
8377,308834,42.40,37.60,381.00,354.00,1.75,0.00,0.00
8378,308841,42.84,37.16,373.00,341.00,1.75,0.00,0.00
8379,308848,44.27,35.73,375.00,327.00,1.75,0.00,0.00
8380,308855,43.91,36.09,371.00,327.00,1.75,0.00,0.00
8381,308862,44.98,35.02,369.00,313.00,1.75,0.00,0.00
8382,308869,44.53,35.47,367.00,316.00,1.75,0.00,0.00
8383,308876,45.33,34.67,368.00,308.00,1.75,0.00,0.00
8384,308883,42.49,37.51,365.00,337.00,1.75,0.00,0.00
8385,308890,41.60,38.40,355.00,337.00,1.75,0.00,0.00
8386,308897,40.36,39.64,350.00,346.00,1.75,0.00,0.00
8387,308903,37.24,42.76,341.00,372.00,1.75,0.00,0.00
8388,308911,37.78,42.22,359.00,384.00,1.75,0.00,0.00
8389,308918,39.56,40.44,385.00,390.00,1.75,0.00,0.00
8390,308924,40.71,39.29,383.00,375.00,1.75,0.00,0.00
8391,308931,43.29,36.71,399.00,362.00,1.75,0.00,0.00
8392,308938,43.02,36.98,402.00,368.00,1.75,0.00,0.00
8393,308945,44.36,35.64,398.00,349.00,1.75,0.00,0.00
8394,308953,42.76,37.24,391.00,360.00,1.75,0.00,0.00
8395,308960,42.58,37.42,407.00,378.00,1.75,0.00,0.00
8396,308966,40.53,39.47,400.00,394.00,1.75,0.00,0.00
8397,308973,34.93,45.07,377.00,434.00,1.75,0.00,0.00
8398,308980,34.49,45.51,348.00,410.00,1.75,0.00,0.00
8399,308987,36.53,43.47,358.00,397.00,1.75,0.00,0.00
8400,308994,40.00,40.00,353.00,353.00,1.75,0.00,0.00
8401,309001,42.58,37.42,356.00,327.00,1.75,0.00,0.00
8402,309008,45.96,34.04,375.00,308.00,1.75,0.00,0.00
8403,309015,43.82,36.18,363.00,320.00,1.75,0.00,0.00
8404,309022,40.80,39.20,352.00,343.00,1.75,0.00,0.00
8405,309028,35.11,44.89,339.00,394.00,1.75,0.00,0.00
8406,309036,33.60,46.40,339.00,411.00,1.75,0.00,0.00
8407,309043,35.11,44.89,346.00,401.00,1.75,0.00,0.00
8408,309050,37.33,42.67,338.00,368.00,1.75,0.00,0.00
8409,309056,39.56,40.44,344.00,349.00,1.75,0.00,0.00
8410,309063,45.42,34.58,369.00,308.00,1.75,0.00,0.00
8411,309070,47.11,32.89,367.00,287.00,1.75,0.00,0.00
8412,309078,47.47,32.53,380.00,296.00,1.75,0.00,0.00
8413,309085,45.69,34.31,377.00,313.00,1.75,0.00,0.00
8414,309092,43.64,36.36,374.00,333.00,1.75,0.00,0.00
8415,309098,43.29,36.71,385.00,348.00,1.75,0.00,0.00
8416,309105,41.87,38.13,373.00,352.00,1.75,0.00,0.00
8417,309112,41.96,38.04,374.00,352.00,1.75,0.00,0.00
8418,309120,43.02,36.98,370.00,336.00,1.75,0.00,0.00
8419,309127,44.53,35.47,382.00,331.00,1.75,0.00,0.00
8420,309133,46.31,33.69,397.00,326.00,1.75,0.00,0.00
8421,309140,42.93,37.07,360.00,327.00,1.75,0.00,0.00
8422,309147,43.11,36.89,348.00,313.00,1.75,0.00,0.00
8423,309154,41.78,38.22,331.00,311.00,1.75,0.00,0.00
8424,309161,41.16,38.84,311.00,298.00,1.75,0.00,0.00
8425,309168,38.49,41.51,304.00,321.00,1.75,0.00,0.00
8426,309175,39.82,40.18,332.00,334.00,1.75,0.00,0.00
8427,309182,40.89,39.11,338.00,328.00,1.75,0.00,0.00
8428,309189,40.18,39.82,342.00,340.00,1.75,0.00,0.00
8429,309195,42.22,37.78,348.00,323.00,1.75,0.00,0.00
8430,309202,43.02,36.98,347.00,313.00,1.75,0.00,0.00
8431,309210,43.38,36.62,358.00,320.00,1.75,0.00,0.00
8432,309217,45.16,34.84,361.00,303.00,1.75,0.00,0.00
8433,309224,44.53,35.47,345.00,294.00,1.75,0.00,0.00
8434,309230,44.89,35.11,331.00,276.00,1.75,0.00,0.00
8435,309237,44.80,35.20,331.00,277.00,1.75,0.00,0.00
8436,309244,42.58,37.42,323.00,294.00,1.75,0.00,0.00
8437,309252,40.98,39.02,341.00,330.00,1.75,0.00,0.00
8438,309259,39.56,40.44,352.00,357.00,1.75,0.00,0.00
8439,309265,40.18,39.82,352.00,350.00,1.75,0.00,0.00
8440,309272,42.67,37.33,366.00,336.00,1.75,0.00,0.00
8441,309279,40.18,39.82,357.00,355.00,1.75,0.00,0.00
8442,309286,41.87,38.13,373.00,352.00,1.75,0.00,0.00
8443,309293,41.51,38.49,359.00,342.00,1.75,0.00,0.00
8444,309300,41.07,38.93,345.00,333.00,1.75,0.00,0.00
8445,309307,41.69,38.31,340.00,321.00,1.75,0.00,0.00
8446,309314,42.84,37.16,337.00,305.00,1.75,0.00,0.00
8447,309321,44.89,35.11,344.00,289.00,1.75,0.00,0.00
8448,309328,46.85,33.15,353.00,276.00,1.75,0.00,0.00
8449,309335,46.67,33.33,350.00,275.00,1.75,0.00,0.00
8450,309342,44.89,35.11,342.00,287.00,1.75,0.00,0.00
8451,309349,45.69,34.31,362.00,298.00,1.75,0.00,0.00
8452,309356,44.44,35.56,336.00,286.00,1.75,0.00,0.00
8453,309363,43.73,36.27,325.00,283.00,1.75,0.00,0.00
8454,309370,41.69,38.31,334.00,315.00,1.75,0.00,0.00
8455,309377,43.11,36.89,340.00,305.00,1.75,0.00,0.00
8456,309384,42.76,37.24,348.00,317.00,1.75,0.00,0.00
8457,309391,43.91,36.09,350.00,306.00,1.75,0.00,0.00
8458,309398,42.49,37.51,340.00,312.00,1.75,0.00,0.00
8459,309405,43.29,36.71,349.00,312.00,1.75,0.00,0.00
8460,309411,46.67,33.33,361.00,286.00,1.75,0.00,0.00
8461,309419,45.69,34.31,370.00,306.00,1.75,0.00,0.00
8462,309426,46.05,33.95,366.00,298.00,1.75,0.00,0.00
8463,309433,46.76,33.24,373.00,297.00,1.75,0.00,0.00
8464,309440,44.09,35.91,353.00,307.00,1.75,0.00,0.00
8465,309447,45.16,34.84,362.00,304.00,1.75,0.00,0.00
8466,309454,42.76,37.24,333.00,302.00,1.75,0.00,0.00
8467,309460,41.69,38.31,333.00,314.00,1.75,0.00,0.00
8468,309468,44.18,35.82,341.00,294.00,1.75,0.00,0.00
8469,309475,44.00,36.00,326.00,281.00,1.75,0.00,0.00
8470,309482,43.91,36.09,327.00,283.00,1.75,0.00,0.00
8471,309489,43.91,36.09,330.00,286.00,1.75,0.00,0.00
8472,309495,42.04,37.96,313.00,290.00,1.75,0.00,0.00
8473,309502,41.24,38.76,292.00,278.00,1.75,0.00,0.00
8474,309510,39.64,40.36,269.00,273.00,1.75,0.00,0.00
8475,309517,37.33,42.67,262.00,292.00,1.75,0.00,0.00
8476,309523,33.69,46.31,264.00,335.00,1.75,0.00,0.00
8477,309530,30.84,49.16,261.00,364.00,1.75,0.00,0.00
8478,309537,34.75,45.25,276.00,335.00,1.75,0.00,0.00
8479,309544,37.16,42.84,286.00,318.00,1.75,0.00,0.00
8480,309552,44.44,35.56,328.00,278.00,1.75,0.00,0.00
8481,309558,45.87,34.13,332.00,266.00,1.75,0.00,0.00
8482,309565,48.71,31.29,347.00,249.00,1.75,0.00,0.00
8483,309572,46.76,33.24,322.00,246.00,1.75,0.00,0.00
8484,309579,46.67,33.33,309.00,234.00,1.75,0.00,0.00
8485,309586,45.25,34.75,283.00,224.00,1.75,0.00,0.00
8486,309594,45.16,34.84,254.00,196.00,1.75,0.00,0.00
8487,309601,46.40,33.60,253.00,181.00,1.75,0.00,0.00
8488,309608,43.47,36.53,271.00,232.00,1.75,0.00,0.00
8489,309615,45.78,34.22,308.00,243.00,1.75,0.00,0.00
8490,309621,45.51,34.49,340.00,278.00,1.75,0.00,0.00
8491,309628,43.11,36.89,332.00,297.00,1.75,0.00,0.00
8492,309636,42.22,37.78,324.00,299.00,1.75,0.00,0.00
8493,309643,42.67,37.33,325.00,295.00,1.75,0.00,0.00
8494,309650,44.71,35.29,341.00,288.00,1.75,0.00,0.00
8495,309657,49.42,30.58,352.00,246.00,1.75,0.00,0.00
8496,309663,49.96,30.04,342.00,230.00,1.75,0.00,0.00
8497,309670,47.20,32.80,341.00,260.00,1.75,0.00,0.00
8498,309678,43.38,36.62,314.00,276.00,1.75,0.00,0.00
8499,309685,37.16,42.84,285.00,317.00,1.75,0.00,0.00
8500,309692,35.38,44.62,262.00,314.00,1.75,0.00,0.00
8501,309698,36.62,43.38,258.00,296.00,1.75,0.00,0.00
8502,309705,38.67,41.33,272.00,287.00,1.75,0.00,0.00
8503,309712,42.04,37.96,303.00,280.00,1.75,0.00,0.00
8504,309720,46.31,33.69,350.00,279.00,1.75,0.00,0.00
8505,309727,48.89,31.11,368.00,268.00,1.75,0.00,0.00
8506,309733,49.51,30.49,371.00,264.00,1.75,0.00,0.00
8507,309740,48.00,32.00,373.00,283.00,1.75,0.00,0.00
8508,309747,42.58,37.42,330.00,301.00,1.75,0.00,0.00
8509,309754,42.49,37.51,316.00,288.00,1.75,0.00,0.00
8510,309762,41.69,38.31,312.00,293.00,1.75,0.00,0.00
8511,309769,43.11,36.89,330.00,295.00,1.75,0.00,0.00
8512,309775,42.40,37.60,334.00,307.00,1.75,0.00,0.00
8513,309782,42.22,37.78,338.00,313.00,1.75,0.00,0.00
8514,309789,42.67,37.33,342.00,312.00,1.75,0.00,0.00
8515,309796,42.22,37.78,350.00,325.00,1.75,0.00,0.00
8516,309804,42.13,37.87,352.00,328.00,1.75,0.00,0.00
8517,309810,42.40,37.60,341.00,314.00,1.75,0.00,0.00
8518,309817,40.89,39.11,336.00,326.00,1.75,0.00,0.00
8519,309824,41.87,38.13,351.00,330.00,1.75,0.00,0.00
8520,309831,42.22,37.78,359.00,334.00,1.75,0.00,0.00
8521,309838,43.47,36.53,374.00,335.00,1.75,0.00,0.00
8522,309844,43.47,36.53,370.00,331.00,1.75,0.00,0.00
8523,309852,44.36,35.64,383.00,334.00,1.75,0.00,0.00
8524,309859,44.80,35.20,397.00,343.00,1.75,0.00,0.00
8525,309866,43.56,36.44,387.00,347.00,1.75,0.00,0.00
8526,309873,45.69,34.31,395.00,331.00,1.75,0.00,0.00
8527,309880,46.67,33.33,403.00,328.00,1.75,0.00,0.00
8528,309888,51.82,28.18,418.00,285.00,1.75,0.00,0.00
8529,309894,50.40,29.60,411.00,294.00,1.75,0.00,0.00
8530,309901,48.27,31.73,405.00,312.00,1.75,0.00,0.00
8531,309908,48.62,31.38,406.00,309.00,1.75,0.00,0.00
8532,309915,44.44,35.56,396.00,346.00,1.75,0.00,0.00
8533,309922,44.09,35.91,377.00,331.00,1.75,0.00,0.00
8534,309929,43.91,36.09,375.00,331.00,1.75,0.00,0.00
8535,309936,43.11,36.89,367.00,332.00,1.75,0.00,0.00
8536,309943,44.18,35.82,365.00,318.00,1.75,0.00,0.00
8537,309950,44.53,35.47,379.00,328.00,1.75,0.00,0.00
8538,309957,47.29,32.71,402.00,320.00,1.75,0.00,0.00
8539,309964,48.80,31.20,393.00,294.00,1.75,0.00,0.00
8540,309971,47.20,32.80,370.00,289.00,1.75,0.00,0.00
8541,309979,46.93,33.07,329.00,251.00,1.75,0.00,0.00
8542,309986,46.76,33.24,322.00,246.00,1.75,0.00,0.00
8543,309992,42.13,37.87,299.00,275.00,1.75,0.00,0.00
8544,309999,44.27,35.73,308.00,260.00,1.75,0.00,0.00
8545,310006,44.44,35.56,321.00,271.00,1.75,0.00,0.00
8546,310013,46.40,33.60,350.00,278.00,1.75,0.00,0.00
8547,310021,47.29,32.71,358.00,276.00,1.75,0.00,0.00
8548,310028,50.58,29.42,374.00,255.00,1.75,0.00,0.00
8549,310034,48.53,31.47,367.00,271.00,1.75,0.00,0.00
8550,310041,47.20,32.80,352.00,271.00,1.75,0.00,0.00
8551,310048,48.18,31.82,364.00,272.00,1.75,0.00,0.00
8552,310055,45.69,34.31,359.00,295.00,1.75,0.00,0.00
8553,310063,45.25,34.75,359.00,300.00,1.75,0.00,0.00
8554,310070,48.18,31.82,372.00,280.00,1.75,0.00,0.00
8555,310077,47.91,32.09,366.00,277.00,1.75,0.00,0.00
8556,310084,48.98,31.02,375.00,274.00,1.75,0.00,0.00
8557,310091,47.11,32.89,375.00,295.00,1.75,0.00,0.00
8558,310098,46.13,33.87,357.00,288.00,1.75,0.00,0.00
8559,310105,46.49,33.51,343.00,270.00,1.75,0.00,0.00
8560,310112,43.11,36.89,337.00,302.00,1.75,0.00,0.00
8561,310119,41.96,38.04,335.00,313.00,1.75,0.00,0.00
8562,310126,38.93,41.07,312.00,324.00,1.75,0.00,0.00
8563,310132,37.96,42.04,296.00,319.00,1.75,0.00,0.00
8564,310139,38.49,41.51,301.00,318.00,1.75,0.00,0.00
8565,310147,40.18,39.82,320.00,318.00,1.75,0.00,0.00
8566,310154,41.78,38.22,348.00,328.00,1.75,0.00,0.00
8567,310161,42.40,37.60,352.00,325.00,1.75,0.00,0.00
8568,310167,40.98,39.02,358.00,347.00,1.75,0.00,0.00
8569,310174,42.84,37.16,360.00,328.00,1.75,0.00,0.00
8570,310181,42.22,37.78,340.00,315.00,1.75,0.00,0.00
8571,310189,45.60,34.40,354.00,291.00,1.75,0.00,0.00
8572,310196,47.29,32.71,371.00,289.00,1.75,0.00,0.00
8573,310203,48.89,31.11,361.00,261.00,1.75,0.00,0.00
8574,310209,46.40,33.60,350.00,278.00,1.75,0.00,0.00
8575,310216,46.93,33.07,362.00,284.00,1.75,0.00,0.00
8576,310223,44.89,35.11,347.00,292.00,1.75,0.00,0.00
8577,310231,43.29,36.71,322.00,285.00,1.75,0.00,0.00
8578,310238,44.27,35.73,311.00,263.00,1.75,0.00,0.00
8579,310245,47.11,32.89,319.00,239.00,1.75,0.00,0.00
8580,310252,45.25,34.75,283.00,224.00,1.75,0.00,0.00
8581,310258,47.11,32.89,304.00,224.00,1.75,0.00,0.00
8582,310265,45.51,34.49,319.00,257.00,1.75,0.00,0.00
8583,310273,43.56,36.44,336.00,296.00,1.75,0.00,0.00
8584,310280,45.78,34.22,373.00,308.00,1.75,0.00,0.00
8585,310287,46.22,33.78,387.00,317.00,1.75,0.00,0.00
8586,310294,48.53,31.47,390.00,294.00,1.75,0.00,0.00
8587,310301,49.51,30.49,355.00,248.00,1.75,0.00,0.00
8588,310308,50.31,29.69,363.00,247.00,1.75,0.00,0.00
8589,310315,44.36,35.64,282.00,233.00,1.75,0.00,0.00
8590,310322,44.80,35.20,279.00,225.00,1.75,0.00,0.00
8591,310329,45.16,34.84,313.00,255.00,1.75,0.00,0.00
8592,310336,48.53,31.47,353.00,257.00,1.75,0.00,0.00
8593,310343,45.42,34.58,368.00,307.00,1.75,0.00,0.00
8594,310350,46.67,33.33,373.00,298.00,1.75,0.00,0.00
8595,310358,45.16,34.84,339.00,281.00,1.75,0.00,0.00
8596,310364,44.00,36.00,311.00,266.00,1.75,0.00,0.00
8597,310371,43.02,36.98,306.00,272.00,1.75,0.00,0.00
8598,310378,44.18,35.82,296.00,249.00,1.75,0.00,0.00
8599,310385,45.42,34.58,312.00,251.00,1.75,0.00,0.00
8600,310392,46.76,33.24,323.00,247.00,1.75,0.00,0.00
8601,310400,49.42,30.58,354.00,248.00,1.75,0.00,0.00
8602,310407,47.20,32.80,348.00,267.00,1.75,0.00,0.00
8603,310414,47.65,32.35,350.00,264.00,1.75,0.00,0.00
8604,310420,50.40,29.60,361.00,244.00,1.75,0.00,0.00
8605,310427,49.07,30.93,360.00,258.00,1.75,0.00,0.00
8606,310434,48.09,31.91,352.00,261.00,1.75,0.00,0.00
8607,310441,48.27,31.73,355.00,262.00,1.75,0.00,0.00
8608,310449,49.07,30.93,361.00,259.00,1.75,0.00,0.00
8609,310456,45.96,34.04,327.00,260.00,1.75,0.00,0.00
8610,310463,45.33,34.67,321.00,261.00,1.75,0.00,0.00
8611,310470,44.27,35.73,309.00,261.00,1.75,0.00,0.00
8612,310476,47.11,32.89,310.00,230.00,1.75,0.00,0.00
8613,310483,47.91,32.09,327.00,238.00,1.75,0.00,0.00
8614,310491,44.71,35.29,312.00,259.00,1.75,0.00,0.00
8615,310498,44.89,35.11,325.00,270.00,1.75,0.00,0.00
8616,310505,47.47,32.53,340.00,256.00,1.75,0.00,0.00
8617,310512,50.58,29.42,354.00,235.00,1.75,0.00,0.00
8618,310519,47.91,32.09,344.00,255.00,1.75,0.00,0.00
8619,310526,47.02,32.98,313.00,234.00,1.75,0.00,0.00
8620,310533,50.31,29.69,354.00,238.00,1.75,0.00,0.00
8621,310540,48.18,31.82,328.00,236.00,1.75,0.00,0.00
8622,310547,43.64,36.36,284.00,243.00,1.75,0.00,0.00
8623,310554,40.98,39.02,272.00,261.00,1.75,0.00,0.00
8624,310561,40.98,39.02,261.00,250.00,1.75,0.00,0.00
8625,310568,43.29,36.71,258.00,221.00,1.75,0.00,0.00
8626,310575,48.71,31.29,280.00,182.00,1.75,0.00,0.00
8627,310582,50.93,29.07,275.00,152.00,1.75,0.00,0.00
8628,310589,52.80,27.20,282.00,138.00,1.75,0.00,0.00
8629,310596,48.71,31.29,288.00,190.00,1.75,0.00,0.00
8630,310603,44.00,36.00,303.00,258.00,1.75,0.00,0.00
8631,310610,43.91,36.09,311.00,267.00,1.75,0.00,0.00
8632,310618,41.42,38.58,340.00,324.00,1.75,0.00,0.00
8633,310624,40.80,39.20,365.00,356.00,1.75,0.00,0.00
8634,310631,44.80,35.20,373.00,319.00,1.75,0.00,0.00
8635,310638,49.16,30.84,376.00,273.00,1.75,0.00,0.00
8636,310645,48.45,31.55,377.00,282.00,1.75,0.00,0.00
8637,310652,51.02,28.98,348.00,224.00,1.75,0.00,0.00
8638,310660,52.18,27.82,341.00,204.00,1.75,0.00,0.00
8639,310667,52.09,27.91,337.00,201.00,1.75,0.00,0.00
8640,310673,53.96,26.04,345.00,188.00,1.75,0.00,0.00
8641,310680,55.20,24.80,368.00,197.00,1.75,0.00,0.00
8642,310687,58.22,21.78,407.00,202.00,1.75,0.00,0.00
8643,310694,58.58,21.42,433.00,224.00,1.75,0.00,0.00
8644,310702,56.00,24.00,448.00,268.00,1.75,0.00,0.00
8645,310709,53.16,26.84,432.00,284.00,1.75,0.00,0.00
8646,310716,51.65,28.35,412.00,281.00,1.75,0.00,0.00
8647,310723,47.91,32.09,372.00,283.00,1.75,0.00,0.00
8648,310730,46.93,33.07,356.00,278.00,1.75,0.00,0.00
8649,310736,44.36,35.64,336.00,287.00,1.75,0.00,0.00
8650,310744,43.56,36.44,329.00,289.00,1.75,0.00,0.00
8651,310751,41.96,38.04,310.00,288.00,1.75,0.00,0.00
8652,310758,41.87,38.13,298.00,277.00,1.75,0.00,0.00
8653,310765,41.60,38.40,289.00,271.00,1.75,0.00,0.00
8654,310771,42.76,37.24,303.00,272.00,1.75,0.00,0.00
8655,310778,43.20,36.80,312.00,276.00,1.75,0.00,0.00
8656,310786,41.78,38.22,327.00,307.00,1.75,0.00,0.00
8657,310793,43.82,36.18,352.00,309.00,1.75,0.00,0.00
8658,310800,46.13,33.87,381.00,312.00,1.75,0.00,0.00
8659,310807,42.84,37.16,375.00,343.00,1.75,0.00,0.00
8660,310813,43.29,36.71,388.00,351.00,1.75,0.00,0.00
8661,310820,42.84,37.16,364.00,332.00,1.75,0.00,0.00
8662,310828,45.42,34.58,365.00,304.00,1.75,0.00,0.00
8663,310835,47.47,32.53,374.00,290.00,1.75,0.00,0.00
8664,310842,47.82,32.18,368.00,280.00,1.75,0.00,0.00
8665,310849,44.71,35.29,347.00,294.00,1.75,0.00,0.00
8666,310855,43.02,36.98,323.00,289.00,1.75,0.00,0.00
8667,310862,40.80,39.20,315.00,306.00,1.75,0.00,0.00
8668,310870,41.07,38.93,316.00,304.00,1.75,0.00,0.00
8669,310877,35.91,44.09,321.00,367.00,1.75,0.00,0.00
8670,310883,37.16,42.84,352.00,384.00,1.75,0.00,0.00
8671,310890,37.51,42.49,355.00,383.00,1.75,0.00,0.00
8672,310897,34.31,45.69,341.00,405.00,1.75,0.00,0.00
8673,310904,33.07,46.93,346.00,424.00,1.75,0.00,0.00
8674,310912,33.07,46.93,346.00,424.00,1.75,0.00,0.00
8675,310918,38.67,41.33,348.00,363.00,1.75,0.00,0.00
8676,310925,43.82,36.18,355.00,312.00,1.75,0.00,0.00
8677,310932,46.58,33.42,379.00,305.00,1.75,0.00,0.00
8678,310939,50.05,29.95,380.00,267.00,1.75,0.00,0.00
8679,310946,51.11,28.89,371.00,246.00,1.75,0.00,0.00
8680,310953,49.51,30.49,362.00,255.00,1.75,0.00,0.00
8681,310961,50.49,29.51,391.00,273.00,1.75,0.00,0.00
8682,310968,47.29,32.71,396.00,314.00,1.75,0.00,0.00
8683,310974,50.40,29.60,403.00,286.00,1.75,0.00,0.00
8684,310981,45.87,34.13,410.00,344.00,1.75,0.00,0.00
8685,310988,47.29,32.71,412.00,330.00,1.75,0.00,0.00
8686,310995,46.93,33.07,403.00,325.00,1.75,0.00,0.00
8687,311003,47.38,32.62,407.00,324.00,1.75,0.00,0.00
8688,311010,49.33,30.67,423.00,318.00,1.75,0.00,0.00
8689,311017,47.47,32.53,400.00,316.00,1.75,0.00,0.00
8690,311024,47.65,32.35,381.00,295.00,1.75,0.00,0.00
8691,311031,48.45,31.55,391.00,296.00,1.75,0.00,0.00
8692,311037,51.47,28.53,392.00,263.00,1.75,0.00,0.00
8693,311045,49.07,30.93,377.00,275.00,1.75,0.00,0.00
8694,311052,52.00,28.00,389.00,254.00,1.75,0.00,0.00
8695,311059,49.51,30.49,373.00,266.00,1.75,0.00,0.00
8696,311066,49.78,30.22,381.00,271.00,1.75,0.00,0.00
8697,311073,50.93,29.07,381.00,258.00,1.75,0.00,0.00
8698,311080,48.71,31.29,374.00,276.00,1.75,0.00,0.00
8699,311088,46.85,33.15,366.00,289.00,1.75,0.00,0.00
8700,311095,51.11,28.89,394.00,269.00,1.75,0.00,0.00
8701,311101,54.05,25.95,426.00,268.00,1.75,0.00,0.00
8702,311108,54.94,25.06,422.00,254.00,1.75,0.00,0.00
8703,311115,51.82,28.18,381.00,248.00,1.75,0.00,0.00
8704,311122,55.02,24.98,403.00,234.00,1.75,0.00,0.00
8705,311130,54.67,25.33,374.00,209.00,1.75,0.00,0.00
8706,311137,54.67,25.33,370.00,205.00,1.75,0.00,0.00
8707,311144,54.40,25.60,350.00,188.00,1.75,0.00,0.00
8708,311151,51.02,28.98,336.00,212.00,1.75,0.00,0.00
8709,311158,53.69,26.31,353.00,199.00,1.75,0.00,0.00
8710,311164,49.33,30.67,343.00,238.00,1.75,0.00,0.00
8711,311172,47.73,32.27,322.00,235.00,1.75,0.00,0.00
8712,311179,46.40,33.60,311.00,239.00,1.75,0.00,0.00
8713,311186,43.91,36.09,286.00,242.00,1.75,0.00,0.00
8714,311193,45.87,34.13,298.00,232.00,1.75,0.00,0.00
8715,311200,45.07,34.93,284.00,227.00,1.75,0.00,0.00
8716,311207,46.22,33.78,293.00,223.00,1.75,0.00,0.00
8717,311214,47.91,32.09,325.00,236.00,1.75,0.00,0.00
8718,311221,50.58,29.42,360.00,241.00,1.75,0.00,0.00
8719,311228,44.71,35.29,308.00,255.00,1.75,0.00,0.00
8720,311235,47.73,32.27,353.00,266.00,1.75,0.00,0.00
8721,311242,46.22,33.78,331.00,261.00,1.75,0.00,0.00
8722,311249,47.38,32.62,326.00,243.00,1.75,0.00,0.00
8723,311257,47.65,32.35,309.00,223.00,1.75,0.00,0.00
8724,311264,46.76,33.24,293.00,217.00,1.75,0.00,0.00
8725,311271,47.20,32.80,306.00,225.00,1.75,0.00,0.00
8726,311277,50.93,29.07,324.00,201.00,1.75,0.00,0.00
8727,311284,49.16,30.84,328.00,225.00,1.75,0.00,0.00
8728,311291,50.31,29.69,334.00,218.00,1.75,0.00,0.00
8729,311299,49.16,30.84,339.00,236.00,1.75,0.00,0.00
8730,311306,51.56,28.44,366.00,236.00,1.75,0.00,0.00
8731,311313,46.67,33.33,353.00,278.00,1.75,0.00,0.00
8732,311320,44.71,35.29,358.00,305.00,1.75,0.00,0.00
8733,311327,45.33,34.67,370.00,310.00,1.75,0.00,0.00
8734,311333,44.09,35.91,364.00,318.00,1.75,0.00,0.00
8735,311341,44.71,35.29,362.00,309.00,1.75,0.00,0.00
8736,311348,45.87,34.13,357.00,291.00,1.75,0.00,0.00
8737,311355,47.91,32.09,367.00,278.00,1.75,0.00,0.00
8738,311362,46.67,33.33,365.00,290.00,1.75,0.00,0.00
8739,311369,50.13,29.87,390.00,276.00,1.75,0.00,0.00
8740,311376,48.62,31.38,390.00,293.00,1.75,0.00,0.00
8741,311383,52.71,27.29,391.00,248.00,1.75,0.00,0.00
8742,311390,51.73,28.27,384.00,252.00,1.75,0.00,0.00
8743,311397,49.69,30.31,367.00,258.00,1.75,0.00,0.00
8744,311404,47.11,32.89,350.00,270.00,1.75,0.00,0.00
8745,311411,45.42,34.58,355.00,294.00,1.75,0.00,0.00
8746,311418,43.73,36.27,368.00,326.00,1.75,0.00,0.00
8747,311426,43.20,36.80,361.00,325.00,1.75,0.00,0.00
8748,311432,44.18,35.82,366.00,319.00,1.75,0.00,0.00
8749,311439,45.16,34.84,368.00,310.00,1.75,0.00,0.00
8750,311446,44.80,35.20,348.00,294.00,1.75,0.00,0.00
8751,311453,45.78,34.22,332.00,267.00,1.75,0.00,0.00
8752,311460,43.82,36.18,319.00,276.00,1.75,0.00,0.00
8753,311468,41.69,38.31,296.00,277.00,1.75,0.00,0.00
8754,311474,40.89,39.11,292.00,282.00,1.75,0.00,0.00
8755,311481,40.00,40.00,296.00,296.00,1.75,0.00,0.00
8756,311488,40.00,40.00,304.00,304.00,1.75,0.00,0.00
8757,311494,38.84,41.16,298.00,311.00,1.75,0.00,0.00
8758,311501,37.78,42.22,275.00,300.00,1.75,0.00,0.00
8759,311508,34.67,45.33,275.00,335.00,1.75,0.00,0.00
8760,311516,37.42,42.58,287.00,316.00,1.75,0.00,0.00
8761,311522,40.36,39.64,304.00,300.00,1.75,0.00,0.00
8762,311529,38.76,41.24,301.00,315.00,1.75,0.00,0.00
8763,311536,42.49,37.51,325.00,297.00,1.75,0.00,0.00
8764,311543,44.09,35.91,342.00,296.00,1.75,0.00,0.00
8765,311550,42.58,37.42,328.00,299.00,1.75,0.00,0.00
8766,311557,43.73,36.27,341.00,299.00,1.75,0.00,0.00
8767,311564,43.82,36.18,334.00,291.00,1.75,0.00,0.00
8768,311571,44.09,35.91,352.00,306.00,1.75,0.00,0.00
8769,311578,43.29,36.71,354.00,317.00,1.75,0.00,0.00
8770,311585,45.42,34.58,349.00,288.00,1.75,0.00,0.00
8771,311592,47.65,32.35,340.00,254.00,1.75,0.00,0.00
